Time,Untitled,Untitled 1,Untitled 2,Untitled 3
7/1/2019 19:40:01.022,25.159262,26.404196,26.337336,26.973285
7/1/2019 19:45:01.235,25.153197,26.39764,26.324403,26.968154
7/1/2019 19:50:01.159,25.152345,26.400082,26.313061,26.969712
7/1/2019 19:55:01.144,25.14746,26.391772,26.308242,26.966581
7/1/2019 20:00:00.828,25.151345,26.395066,26.300325,26.973432
7/1/2019 20:05:01.633,25.148952,26.395443,26.299489,26.963352
7/1/2019 20:10:01.522,25.146116,26.391345,26.288343,26.958779
7/1/2019 20:15:01.495,25.146674,26.383396,26.280163,26.961549
7/1/2019 20:20:01.099,25.150886,26.373167,26.273574,26.96881
7/1/2019 20:25:00.956,25.143789,26.379921,26.271246,26.958205
7/1/2019 20:30:01.209,25.142133,26.375839,26.25774,26.961401
7/1/2019 20:35:00.783,25.143363,26.376265,26.251413,26.955615
7/1/2019 20:40:00.862,25.141265,26.37184,26.250987,26.956861
7/1/2019 20:45:01.244,25.138789,26.376511,26.237677,26.956385
7/1/2019 20:50:01.574,25.138904,26.370299,26.242775,26.953566
7/1/2019 20:55:00.991,25.13856,26.372971,26.231678,26.953271
7/1/2019 21:00:00.914,25.131167,26.359563,26.234087,26.951517
7/1/2019 21:05:00.956,25.131774,26.363038,26.219827,26.953124
7/1/2019 21:10:01.721,25.136347,26.364234,26.215893,26.952894
7/1/2019 21:15:00.786,25.136413,26.368332,26.204845,26.957484
7/1/2019 21:20:01.640,25.131561,26.368791,26.207206,26.958959
7/1/2019 21:25:01.179,25.130086,26.363529,26.20896,26.957238
7/1/2019 21:30:01.508,25.133003,26.357694,26.204845,26.955713
7/1/2019 21:35:01.253,25.124283,26.363283,26.195109,26.957533
7/1/2019 21:40:01.336,25.125791,26.361054,26.197338,26.968154
7/1/2019 21:45:00.785,25.124808,26.360923,26.189651,26.962204
7/1/2019 21:50:00.771,25.134806,26.363824,26.184324,26.960942
7/1/2019 21:55:01.128,25.126578,26.360366,26.177029,26.957631
7/1/2019 22:00:01.175,25.12289,26.356219,26.169539,26.963237
7/1/2019 22:05:01.532,25.128545,26.355776,26.175276,26.963057
7/1/2019 22:10:01.208,25.121742,26.358087,26.173489,26.973875
7/1/2019 22:15:01.507,25.127348,26.366086,26.165506,26.964679
7/1/2019 22:20:01.143,25.128184,26.357891,26.167899,26.962565
7/1/2019 22:25:00.830,25.123775,26.363447,26.155032,26.974334
7/1/2019 22:30:01.569,25.126873,26.354268,26.157917,26.976645
7/1/2019 22:35:00.771,25.124791,26.362726,26.157671,26.969515
7/1/2019 22:40:01.362,25.125414,26.363972,26.151377,26.970695
7/1/2019 22:45:01.752,25.128332,26.360218,26.153918,26.97871
7/1/2019 22:50:01.196,25.120251,26.35694,26.150705,26.979497
7/1/2019 22:55:01.237,25.128381,26.359825,26.145689,26.977219
7/1/2019 23:00:01.674,25.127938,26.362234,26.146673,26.981726
7/1/2019 23:05:01.522,25.127873,26.368381,26.139739,26.985005
7/1/2019 23:10:01.318,25.130741,26.362267,26.142575,26.988725
7/1/2019 23:15:01.396,25.13538,26.362251,26.134199,26.990742
7/1/2019 23:20:01.423,25.129987,26.361087,26.139133,26.990332
7/1/2019 23:25:00.974,25.13656,26.367103,26.131986,26.989676
7/1/2019 23:30:01.208,25.132167,26.360956,26.125512,26.994987
7/1/2019 23:35:01.327,25.139757,26.362251,26.136068,26.992676
7/1/2019 23:40:01.253,25.140134,26.369152,26.130724,26.987742
7/1/2019 23:45:01.269,25.134839,26.366906,26.126446,26.998216
7/1/2019 23:50:01.631,25.139691,26.361677,26.123414,26.990987
7/1/2019 23:55:00.813,25.145215,26.37066,26.122692,26.994676
7/2/2019 00:00:01.814,25.139691,26.368758,26.115972,26.995249
7/2/2019 00:05:01.238,25.135691,26.369283,26.116857,26.998527
7/2/2019 00:10:00.928,25.140888,26.358792,26.122364,26.996429
7/2/2019 00:15:01.429,25.145412,26.368545,26.113612,26.994462
7/2/2019 00:20:01.052,25.145002,26.37243,26.117988,26.999822
7/2/2019 00:25:01.222,25.146575,26.358481,26.115152,27.001314
7/2/2019 00:30:00.924,25.15128,26.369545,26.110661,26.999708
7/2/2019 00:35:00.805,25.146313,26.365742,26.111366,26.998708
7/2/2019 00:40:01.400,25.149772,26.363103,26.105924,27.004035
7/2/2019 00:45:01.209,25.143822,26.367414,26.100794,27.011395
7/2/2019 00:50:01.206,25.149345,26.363464,26.10276,27.007215
7/2/2019 00:55:01.085,25.153673,26.370823,26.100695,27.002478
7/2/2019 01:00:01.217,25.154345,26.372971,26.10258,27.012788
7/2/2019 01:05:01.320,25.153951,26.369561,26.095843,27.007149
7/2/2019 01:10:01.320,25.158623,26.370594,26.09745,27.01446
7/2/2019 01:15:01.133,25.161491,26.375298,26.097335,27.012657
7/2/2019 01:20:01.022,25.16077,26.374364,26.093139,27.01541
7/2/2019 01:25:01.007,25.156853,26.367988,26.087533,27.021262
7/2/2019 01:30:01.365,25.16041,26.367857,26.083452,27.013624
7/2/2019 01:35:01.376,25.163557,26.36766,26.086304,27.010739
7/2/2019 01:40:01.003,25.16236,26.370823,26.084566,27.016443
7/2/2019 01:45:01.217,25.168441,26.369807,26.090713,27.01646
7/2/2019 01:50:01.471,25.165442,26.368021,26.078698,27.015214
7/2/2019 01:55:01.520,25.16495,26.375233,26.079714,27.013148
7/2/2019 02:00:01.600,25.162262,26.371577,26.078419,27.015738
7/2/2019 02:05:00.973,25.165048,26.368955,26.083075,27.01923
7/2/2019 02:10:01.286,25.169785,26.374266,26.08019,27.022967
7/2/2019 02:15:01.491,25.16595,26.374823,26.081124,27.022393
7/2/2019 02:20:00.866,25.172523,26.375167,26.074141,27.014329
7/2/2019 02:25:01.191,25.164999,26.368021,26.071797,27.019459
7/2/2019 02:30:01.533,25.165245,26.37225,26.078764,27.02118
7/2/2019 02:35:01.253,25.167835,26.374872,26.071355,27.02077
7/2/2019 02:40:01.351,25.170818,26.370905,26.069486,27.019131
7/2/2019 02:45:01.424,25.172178,26.370955,26.065503,27.017656
7/2/2019 02:50:01.363,25.175588,26.369381,26.062881,27.016722
7/2/2019 02:55:01.225,25.171752,26.3712,26.064307,27.025917
7/2/2019 03:00:01.486,25.173473,26.372135,26.070339,27.02159
7/2/2019 03:05:01.288,25.175506,26.375643,26.065815,27.019574
7/2/2019 03:10:01.665,25.175424,26.37102,26.064175,27.020721
7/2/2019 03:15:01.976,25.170802,26.370725,26.057144,27.020967
7/2/2019 03:20:01.426,25.173391,26.37184,26.061373,27.01582
7/2/2019 03:25:01.335,25.170752,26.376757,26.055062,27.013689
7/2/2019 03:30:00.834,25.179768,26.377314,26.063028,27.011624
7/2/2019 03:35:01.313,25.173834,26.367824,26.062766,27.016574
7/2/2019 03:40:02.050,25.179014,26.36689,26.064929,27.015591
7/2/2019 03:45:02.050,25.180751,26.371971,26.0607,27.018049
7/2/2019 03:50:01.707,25.177833,26.372446,26.057455,27.016066
7/2/2019 03:55:01.115,25.177456,26.362398,26.049489,27.021361
7/2/2019 04:00:01.379,25.180587,26.368873,26.0488,27.015378
7/2/2019 04:05:01.507,25.187275,26.36766,26.048374,27.012181
7/2/2019 04:10:01.426,25.176801,26.370365,26.053996,27.018525
7/2/2019 04:15:01.053,25.179636,26.369102,26.052538,27.00892
7/2/2019 04:20:01.802,25.177833,26.367512,26.048292,27.010296
7/2/2019 04:25:01.226,25.184292,26.371135,26.049604,27.009411
7/2/2019 04:30:01.758,25.179735,26.366906,26.042146,27.017345
7/2/2019 04:35:01.161,25.182275,26.37066,26.045211,27.006264
7/2/2019 04:40:01.081,25.182734,26.364759,26.050571,27.008051
7/2/2019 04:45:00.881,25.179948,26.372905,26.04426,27.006428
7/2/2019 04:50:01.846,25.178932,26.363628,26.037474,27.008657
7/2/2019 04:55:01.346,25.18539,26.361661,26.035819,27.004969
7/2/2019 05:00:01.287,25.177522,26.362906,26.038949,27.008166
7/2/2019 05:05:01.288,25.188176,26.36707,26.034638,27.004576
7/2/2019 05:10:01.246,25.186619,26.366529,26.041211,27.007952
7/2/2019 05:15:01.411,25.182849,26.371004,26.039949,27.004789
7/2/2019 05:20:01.484,25.185865,26.360743,26.03754,27.00038
7/2/2019 05:25:01.022,25.183292,26.357596,26.033901,27.007035
7/2/2019 05:30:01.194,25.183865,26.356907,26.032999,27.004789
7/2/2019 05:35:00.923,25.184603,26.368725,26.031278,27.00297
7/2/2019 05:40:01.631,25.183111,26.360874,26.028164,26.993905
7/2/2019 05:45:01.067,25.184046,26.358563,26.021951,27.00515
7/2/2019 05:50:01.661,25.187455,26.362054,26.021116,27.001298
7/2/2019 05:55:01.469,25.185324,26.360743,26.027262,26.996052
7/2/2019 06:00:01.363,25.187226,26.365496,26.028901,27.001839
7/2/2019 06:05:01.461,25.182062,26.361726,26.019099,26.990955
7/2/2019 06:10:00.988,25.18934,26.36607,26.021624,27.004428
7/2/2019 06:15:01.195,25.189471,26.359727,26.027213,27.002445
7/2/2019 06:20:01.147,25.18993,26.364119,26.035065,27.002035
7/2/2019 06:25:01.557,25.187095,26.363775,26.029754,27.001363
7/2/2019 06:30:00.986,25.194126,26.372708,26.0369,27.001527
7/2/2019 06:35:01.785,25.192487,26.374495,26.035753,27.005985
7/2/2019 06:40:01.897,25.193831,26.375413,26.041326,27.005494
7/2/2019 06:45:01.460,25.198142,26.378626,26.046506,27.013542
7/2/2019 06:50:01.318,25.19847,26.377544,26.050997,27.014312
7/2/2019 06:55:01.002,25.20265,26.388083,26.055291,27.021541
7/2/2019 07:00:00.847,25.216468,26.398541,26.069601,27.022278
7/2/2019 07:05:00.862,25.214681,26.394984,26.071978,27.028835
7/2/2019 07:10:01.428,25.227532,26.404606,26.079829,27.029212
7/2/2019 07:15:00.774,25.222844,26.407753,26.084074,27.034064
7/2/2019 07:20:01.559,25.238743,26.414375,26.095106,27.044554
7/2/2019 07:25:01.580,25.242284,26.414867,26.099318,27.037375
7/2/2019 07:30:00.926,25.244579,26.422177,26.11253,27.051176
7/2/2019 07:35:00.814,25.253987,26.430979,26.122955,27.056717
7/2/2019 07:40:00.778,25.257626,26.434995,26.131232,27.057667
7/2/2019 07:45:01.516,25.265723,26.447813,26.146115,27.066928
7/2/2019 07:50:00.900,25.276361,26.452845,26.151967,27.080484
7/2/2019 07:55:02.055,25.285245,26.460008,26.169407,27.074747
7/2/2019 08:00:01.049,25.292277,26.463385,26.17839,27.092154
7/2/2019 08:05:01.413,25.305407,26.477465,26.193847,27.093351
7/2/2019 08:10:00.976,25.308767,26.484612,26.20378,27.099334
7/2/2019 08:15:01.041,25.315078,26.493397,26.213959,27.114053
7/2/2019 08:20:01.259,25.329977,26.501724,26.23076,27.113119
7/2/2019 08:25:01.238,25.339796,26.517886,26.24666,27.119233
7/2/2019 08:30:00.909,25.353122,26.522312,26.264002,27.130428
7/2/2019 08:35:01.737,25.358039,26.523852,26.273082,27.140542
7/2/2019 08:40:01.246,25.370464,26.531884,26.286753,27.155966
7/2/2019 08:45:02.330,25.372529,26.542522,26.308127,27.161244
7/2/2019 08:50:00.851,25.389855,26.551603,26.319699,27.162211
7/2/2019 08:55:00.814,25.400247,26.557979,26.335435,27.176438
7/2/2019 09:00:01.769,25.409082,26.567224,26.34545,27.183782
7/2/2019 09:05:01.476,25.414376,26.571584,26.354662,27.195338
7/2/2019 09:10:01.300,25.423932,26.58573,26.367103,27.188011
7/2/2019 09:15:01.848,25.438012,26.597646,26.384379,27.198927
7/2/2019 09:20:01.428,25.449748,26.597761,26.399525,27.210418
7/2/2019 09:25:01.111,25.462009,26.607153,26.414834,27.225973
7/2/2019 09:30:01.706,25.469188,26.616578,26.419965,27.229284
7/2/2019 09:35:01.488,25.477728,26.624216,26.437897,27.239217
7/2/2019 09:40:01.212,25.482334,26.631051,26.451878,27.246167
7/2/2019 09:45:01.284,25.492841,26.63428,26.461582,27.255018
7/2/2019 09:50:01.195,25.498398,26.645099,26.477088,27.267787
7/2/2019 09:55:01.443,25.512461,26.648754,26.492627,27.270836
7/2/2019 10:00:01.520,25.516936,26.651868,26.495741,27.283719
7/2/2019 10:05:01.053,25.529836,26.662195,26.505953,27.288358
7/2/2019 10:10:01.666,25.538704,26.669784,26.523869,27.294669
7/2/2019 10:15:00.917,25.542425,26.67793,26.538129,27.305471
7/2/2019 10:20:01.315,25.557292,26.684766,26.537408,27.311863
7/2/2019 10:25:01.971,25.569339,26.691191,26.551685,27.31837
7/2/2019 10:30:01.616,25.57065,26.694764,26.570305,27.321403
7/2/2019 10:35:01.708,25.586583,26.709074,26.586779,27.325156
7/2/2019 10:40:01.851,25.596991,26.718909,26.595368,27.334745
7/2/2019 10:45:01.201,25.600269,26.733235,26.607677,27.345973
7/2/2019 10:50:01.383,25.618333,26.739775,26.617234,27.349596
7/2/2019 10:55:00.931,25.624332,26.743496,26.630248,27.355021
7/2/2019 11:00:00.958,25.63674,26.74997,26.642116,27.361381
7/2/2019 11:05:00.941,25.6451,26.766378,26.649426,27.372134
7/2/2019 11:10:01.474,25.652394,26.769886,26.670849,27.375265
7/2/2019 11:15:01.388,25.662212,26.769115,26.672603,27.387788
7/2/2019 11:20:00.928,25.663687,26.779442,26.68865,27.383296
7/2/2019 11:25:01.741,25.681832,26.78808,26.696158,27.402786
7/2/2019 11:30:01.104,25.693618,26.792342,26.706681,27.404703
7/2/2019 11:35:00.820,25.693847,26.801685,26.722941,27.410063
7/2/2019 11:40:00.818,25.69842,26.801668,26.723088,27.412063
7/2/2019 11:45:00.911,25.704944,26.80793,26.73689,27.414341
7/2/2019 11:50:01.549,25.719303,26.811634,26.746987,27.422029
7/2/2019 11:55:01.122,25.72109,26.823387,26.753068,27.420718
7/2/2019 12:00:01.066,25.734088,26.823321,26.761887,27.424865
7/2/2019 12:05:00.909,25.735973,26.828911,26.766738,27.43865
7/2/2019 12:10:01.976,25.744972,26.841073,26.77795,27.437535
7/2/2019 12:15:00.851,25.753282,26.830992,26.781835,27.432913
7/2/2019 12:20:01.524,25.760134,26.847433,26.788244,27.443977
7/2/2019 12:25:01.333,25.760675,26.852416,26.792276,27.442928
7/2/2019 12:30:01.275,25.765789,26.857185,26.799472,27.447042
7/2/2019 12:35:01.977,25.77564,26.861955,26.814748,27.449894
7/2/2019 12:40:00.972,25.776804,26.863775,26.814355,27.448255
7/2/2019 12:45:00.836,25.785917,26.865234,26.82714,27.449468
7/2/2019 12:50:01.019,25.790654,26.874954,26.837319,27.446501
7/2/2019 12:55:01.694,25.796948,26.885362,26.852596,27.454139
7/2/2019 13:00:01.255,25.802226,26.888722,26.863201,27.450484
7/2/2019 13:05:01.323,25.809553,26.902704,26.871331,27.457352
7/2/2019 13:10:01.533,25.806078,26.901901,26.870266,27.452533
7/2/2019 13:15:01.523,25.805292,26.903556,26.870823,27.455057
7/2/2019 13:20:01.616,25.819273,26.901589,26.866906,27.460893
7/2/2019 13:25:01.562,25.820224,26.907523,26.878429,27.4545
7/2/2019 13:30:01.779,25.820519,26.899721,26.8841,27.457254
7/2/2019 13:35:01.113,25.825305,26.906999,26.88392,27.450943
7/2/2019 13:40:02.439,25.829895,26.908605,26.890771,27.455762
7/2/2019 13:45:01.558,25.836484,26.9059,26.890591,27.451976
7/2/2019 13:50:00.786,25.836058,26.903343,26.889411,27.448239
7/2/2019 13:55:01.725,25.836828,26.906408,26.888509,27.450796
7/2/2019 14:00:01.771,25.845221,26.905032,26.897098,27.444337
7/2/2019 14:05:01.065,25.843139,26.907261,26.888722,27.444616
7/2/2019 14:10:01.210,25.847597,26.909654,26.899639,27.441928
7/2/2019 14:15:00.819,25.847466,26.905573,26.90077,27.439945
7/2/2019 14:20:01.916,25.847565,26.896885,26.894541,27.442649
7/2/2019 14:25:01.490,25.849401,26.907769,26.898426,27.44124
7/2/2019 14:30:01.395,25.85417,26.896606,26.900426,27.438814
7/2/2019 14:35:01.617,25.859924,26.902786,26.898524,27.430454
7/2/2019 14:40:01.490,25.862153,26.90154,26.904048,27.429651
7/2/2019 14:45:00.830,25.859661,26.899049,26.89936,27.419046
7/2/2019 14:50:01.130,25.86035,26.898098,26.901458,27.434339
7/2/2019 14:55:01.137,25.860252,26.894754,26.902606,27.427127
7/2/2019 15:00:00.963,25.862137,26.897492,26.902753,27.422767
7/2/2019 15:05:00.848,25.863382,26.889394,26.907261,27.424471
7/2/2019 15:10:01.294,25.869201,26.886903,26.904982,27.421701
7/2/2019 15:15:01.659,25.864382,26.886526,26.902114,27.419308
7/2/2019 15:20:00.772,25.865398,26.88705,26.906851,27.417456
7/2/2019 15:25:00.883,25.877118,26.882641,26.90059,27.414669
7/2/2019 15:30:01.055,25.865071,26.879117,26.895148,27.403343
7/2/2019 15:35:01.630,25.872135,26.882756,26.896213,27.39877
7/2/2019 15:40:01.566,25.873217,26.873987,26.892984,27.402376
7/2/2019 15:45:00.917,25.868857,26.873118,26.886837,27.397819
7/2/2019 15:50:01.553,25.868152,26.870364,26.890001,27.390951
7/2/2019 15:55:00.832,25.86389,26.868004,26.884493,27.39223
7/2/2019 16:00:00.992,25.867316,26.863136,26.884395,27.384558
7/2/2019 16:05:01.118,25.862071,26.863037,26.880658,27.385542
7/2/2019 16:10:01.575,25.863431,26.864807,26.876035,27.382034
7/2/2019 16:15:01.049,25.860038,26.863119,26.865611,27.375035
7/2/2019 16:20:01.507,25.856383,26.851907,26.868053,27.372576
7/2/2019 16:25:00.867,25.857072,26.8434,26.861218,27.372036
7/2/2019 16:30:00.924,25.839746,26.828189,26.850776,27.343826
7/2/2019 16:35:01.300,25.827551,26.793997,26.841024,27.326796
7/2/2019 16:40:01.597,25.818405,26.779851,26.832631,27.281375
7/2/2019 16:45:01.331,25.800538,26.752347,26.812814,27.259542
7/2/2019 16:50:01.174,25.783311,26.729006,26.809274,27.234447
7/2/2019 16:55:01.023,25.769165,26.711303,26.794046,27.207893
7/2/2019 17:00:01.131,25.753954,26.686126,26.784244,27.180848
7/2/2019 17:05:01.372,25.734465,26.664801,26.76428,27.150229
7/2/2019 17:10:01.067,25.714156,26.638706,26.744922,27.127412
7/2/2019 17:15:01.240,25.694978,26.618381,26.732333,27.094646
7/2/2019 17:20:01.815,25.679308,26.592007,26.710992,27.064584
7/2/2019 17:25:00.988,25.660606,26.577878,26.696764,27.041325
7/2/2019 17:30:00.959,25.638084,26.547538,26.688896,27.006084
7/2/2019 17:35:01.570,25.623578,26.524131,26.660375,26.973203
7/2/2019 17:40:00.897,25.601859,26.506347,26.636165,26.939421
7/2/2019 17:45:01.350,25.585681,26.475334,26.618102,26.918358
7/2/2019 17:50:01.832,25.58655,26.459517,26.626986,26.909047
7/2/2019 17:55:01.458,25.758117,26.641837,26.865365,27.081648
7/2/2019 18:00:01.270,25.938504,26.811011,27.12556,27.253592
7/2/2019 18:05:01.088,26.112038,26.985709,27.371101,27.43047
7/2/2019 18:10:01.101,26.279852,27.174045,27.62138,27.599743
7/2/2019 18:15:00.846,26.459517,27.337974,27.863938,27.769885
7/2/2019 18:20:01.332,26.630461,27.509312,28.036784,27.938993
7/2/2019 18:25:01.159,26.790686,27.671963,28.001821,28.021573
7/2/2019 18:30:01.350,26.959877,27.839056,27.998477,28.017163
7/2/2019 18:35:01.040,27.114938,27.995363,27.994822,28.014459
7/2/2019 18:40:00.817,27.276786,28.012492,28.002542,28.011558
7/2/2019 18:45:01.144,27.437847,28.020606,28.003919,28.007132
7/2/2019 18:50:01.861,27.590466,28.012951,28.002657,28.009132
7/2/2019 18:55:01.218,27.746511,28.01459,28.010558,28.001002
7/2/2019 19:00:01.394,27.900589,28.016459,28.008296,27.995216
7/2/2019 19:05:01.444,28.028178,28.00287,28.025605,28.022261
7/2/2019 19:10:00.990,28.0021,28.019688,28.002952,28.004657
7/2/2019 19:15:01.379,28.007542,28.020065,28.002018,28.019622
7/2/2019 19:20:01.992,28.017754,27.998461,28.000084,28.014311
7/2/2019 19:25:01.428,28.006411,28.015492,28.016819,27.990888
7/2/2019 19:30:01.549,28.006378,28.007066,28.014754,28.003706
7/2/2019 19:35:01.536,28.01082,28.006689,28.025966,28.009804
7/2/2019 19:40:00.818,28.009787,28.017639,28.013754,28.024621
7/2/2019 19:45:01.741,28.009492,28.016934,28.014983,28.012836
7/2/2019 19:50:01.468,28.011804,27.998871,28.000592,28.015295
7/2/2019 19:55:00.821,28.00787,28.000903,28.003116,27.991544
7/2/2019 20:00:00.818,28.002198,28.002739,28.012541,28.001952
7/2/2019 20:05:01.382,28.002739,27.997723,28.021704,28.01377
7/2/2019 20:10:01.736,28.005411,28.008837,28.024982,28.016262
7/2/2019 20:15:01.222,28.006886,28.000575,27.995314,28.015737
7/2/2019 20:20:01.585,28.004624,28.006903,28.008427,28.003952
7/2/2019 20:25:01.398,27.995756,28.006804,28.017852,27.999592
7/2/2019 20:30:01.474,27.993249,28.015754,28.021999,28.003526
7/2/2019 20:35:01.037,27.996248,28.010738,28.024507,28.016606
7/2/2019 20:40:01.175,28.000936,28.019573,28.003903,28.019491
7/2/2019 20:45:00.988,27.994314,28.014066,28.002624,28.016672
7/2/2019 20:50:01.722,28.005837,28.015721,28.021573,28.011984
7/2/2019 20:55:01.523,28.012426,28.014213,28.043701,28.001952
7/2/2019 21:00:00.929,28.013443,28.027015,28.00028,28.017147
7/2/2019 21:05:01.100,28.020868,28.009787,28.01318,28.001428
7/2/2019 21:10:01.223,28.01,28.01918,28.025244,28.00169
7/2/2019 21:15:01.147,28.013164,28.021261,28.019458,28.007738
7/2/2019 21:20:01.662,28.006919,27.998182,28.003346,28.016524
7/2/2019 21:25:01.661,28.014524,27.99374,28.009705,28.021605
7/2/2019 21:30:01.584,28.001198,28.007984,28.018344,28.028342
7/2/2019 21:35:01.069,28.009427,28.014197,28.021065,28.000985
7/2/2019 21:40:00.944,28.011181,28.022081,28.023704,27.999313
7/2/2019 21:45:01.908,28.00705,28.001772,28.026261,28.018196
7/2/2019 21:50:00.889,28.014672,27.999231,28.014016,28.028359
7/2/2019 21:55:01.456,28.014164,28.008263,27.989675,28.007378
7/2/2019 22:00:00.897,28.021687,28.008771,28.010099,27.992954
7/2/2019 22:05:01.393,28.018999,28.016672,28.020999,28.001969
7/2/2019 22:10:00.924,28.010509,28.012639,28.010476,28.011082
7/2/2019 22:15:01.534,28.013508,28.000002,27.995986,28.022605
7/2/2019 22:20:01.377,28.014869,28.011541,28.023474,28.022982
7/2/2019 22:25:01.144,28.01618,28.019934,28.020933,27.992773
7/2/2019 22:30:01.493,28.017196,28.007361,28.001674,27.995461
7/2/2019 22:35:01.535,28.025343,28.015246,27.993986,27.998346
7/2/2019 22:40:01.612,28.018327,27.99356,28.012574,28.008788
7/2/2019 22:45:01.618,28.013197,28.005509,28.009951,28.014541
7/2/2019 22:50:01.002,28.015164,28.003149,28.029522,28.009345
7/2/2019 22:55:01.488,28.01223,28.017803,28.016557,28.016737
7/2/2019 23:00:00.805,28.024687,28.019262,28.003788,28.018393
7/2/2019 23:05:01.556,28.011099,28.020081,27.987348,28.013098
7/2/2019 23:10:01.443,28.017721,28.007116,28.013738,27.992101
7/2/2019 23:15:01.463,28.01,28.020884,28.027195,28.002756
7/2/2019 23:20:00.852,28.006788,28.00964,28.017344,28.028555
7/2/2019 23:25:01.480,27.998822,28.014754,28.000772,28.001067
7/2/2019 23:30:00.982,27.99851,28.019245,28.019114,28.003444
7/2/2019 23:35:01.229,27.99969,28.020343,28.027326,28.015311
7/2/2019 23:40:01.380,28.003247,27.995904,28.009132,28.025179
7/2/2019 23:45:01.178,28.017852,28.01695,28.011902,27.996756
7/2/2019 23:50:00.892,28.01259,28.003182,28.025539,27.999166
7/2/2019 23:55:01.985,28.017262,27.99656,28.014606,28.009722
7/3/2019 00:00:01.352,28.019491,27.996166,27.996887,28.011295
7/3/2019 00:05:01.773,28.012262,28.005673,28.013852,28.014426
7/3/2019 00:10:00.943,28.011394,28.015737,28.025752,28.029867
